14.130462412125889,0.0159629859327783,-0.9061939924286612,0.1136334094981237,16.649122807017545,0,0.2570804174550424,-0.4986682774545002,0.8421052631578947,16.47113120407298,9.976601047590863,2.380748141971207,2.2778185212548365,3.707116621575617,1.5585130257925568,1614183608337.3943,25.671207286766247,23.88468735910006,0.0,17.721539188054518,11.814359458703011,0.0,33.77250538206006,0.0,0.0,0.0,96.14937985267048,74.72561864739819,41.71447116943586,13.151638370425497,40.43882357883859,0.0,30.734163794667158,17.75371813848418,21.205141506631914,95.9082753633194,0.0,0.0,15.950365812018994,0.0,0.0,17.75371813848418,0.0,10.902924932081056,0.0,0.0,23.660897867835686,37.86327298628622,22.02982791547505,24.16174748579577,6.076020106833881,121.33182408211614,20.9343443329662,4.736862953800049,9.992009936940365,2.94014228318955,8.32170213667044,11.819060149835554,5.153123664365875,0,1,0,0,0,5.299900000000006,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.18500747984379,0.0815106279022912,-0.759089142863042,0.4368819704854645,20.727272727272727,0,0.267879015362486,-0.3558377496687208,1.0606060606060606,16.161080533947423,9.842133481278644,2.310095761468915,2.275188102178604,3.444300501533171,1.449126294778658,43440812.98232493,25.728881517038023,18.021929347125976,0.0,11.814359458703011,5.907179729351506,0.0,14.383611552215466,0.0,0.0,0.0,50.30320932001488,37.31310505186264,23.365587384155027,6.041840829147961,34.91062464326513,0.0,20.9343443329662,11.835812092322788,6.544756405912575,36.02576333715651,0.0,0.0,15.950365812018994,0.0,0.0,11.835812092322788,0.0,10.902924932081056,0.0,0.0,30.06026685714192,37.284394215904,36.586211423785095,6.4208216229260096,6.06636706846161,24.26546827384644,20.9343443329662,0.0,9.350511312470742,1.2490735011489955,7.663212382225071,0.5911572347128459,0.0,1,1,0,0,0,2.4466,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.902986064223295,0.0876477769944472,-0.8358199104420245,0.1988133656619312,20.71698113207547,0,0.2570804174508295,-0.4986682774545002,0.9433962264150944,16.47112668376322,9.839654577343111,2.380444216963417,2.2920381614251304,3.6961186116664577,1.2238210578640578,469437816512.10925,30.571117017616725,23.88468735910006,0.0,17.721539188054518,11.814359458703011,0.0,28.872595651209583,0.0,0.0,0.0,70.22670382623002,76.2098391383784,47.63237721559725,7.109797541277533,40.43882357883859,0.0,30.734163794667158,17.75371813848418,27.24698233577988,60.01298852931433,0.0,0.0,15.950365812018994,0.0,0.0,17.75371813848418,0.0,10.902924932081056,0.0,0.0,29.557351280377304,30.9395357865956,68.08081897315927,30.58256910872178,12.999757306524504,51.35745822751795,25.83425406381668,4.736862953800049,9.996335376232873,1.909705729921352,14.390761771941564,7.391229437468255,3.5327544975695777,1,1,0,0,0,4.366900000000005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.56478099052715,0.0912820272723251,-0.848962127205273,0.2090759003595705,19.14,0,0.2570804174508295,-0.4986682774545002,0.94,16.471122052346967,9.944307904334488,2.378792911679702,2.276678650241477,3.620933425734605,1.3949356949667036,66537612115.10731,30.571117017616725,23.88468735910006,0.0,17.721539188054518,11.814359458703011,0.0,28.872595651209583,0.0,0.0,0.0,51.9700701109812,76.2098391383784,47.63237721559725,7.109797541277533,40.43882357883859,0.0,30.734163794667158,17.75371813848418,27.24698233577988,60.01298852931433,0.0,0.0,15.950365812018994,0.0,0.0,17.75371813848418,0.0,10.902924932081056,0.0,0.0,23.660897867835686,25.021629740434204,42.39753248145523,30.23776759262965,6.923737199690624,65.2049326268992,25.83425406381668,4.736862953800049,9.75111596382744,1.9007736898222676,8.69015251461371,11.280941164883773,3.50748050757798,0,1,0,0,0,3.442600000000004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.833569439395903,0.0870858028785523,-0.788659418950725,0.39468987302343,25.0,0,0.4075596119304752,-0.4462387861247699,1.15625,16.55751156763908,9.841190246193865,2.3068478318187875,2.294386776465221,3.1572336017851943,1.838296543275706,10474615.00236426,25.48176594989086,18.43196774002582,0.0,11.814359458703011,0.0,6.093240070938415,9.589074368143644,4.794537184071822,0.0,0.0,40.0336764678499,56.78156345280486,12.462662452073968,6.041840829147961,24.193760052770983,0.0,15.950365812018994,17.75371813848418,6.544756405912575,0.0,0.0,0.0,15.950365812018994,4.794537184071822,0.0,17.75371813848418,0.0,0.0,0.0,0.0,30.2677798323486,25.67256017489415,31.60119253786543,19.26246486877803,0.0,13.847474399381248,22.87410301170961,4.736862953800049,8.138590022752538,0.0,8.872792431980992,6.716640132468002,0.0,1,0,0,0,0,3.0862000000000007,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13.230287246675196,0.0195290678637543,-2.6453354187625955,0.446159858875175,23.0,0,0.4072912158391196,-0.449254616165239,1.2258064516129032,19.28518324778105,9.873008813545807,2.352952741820442,2.3563834086950832,3.09738638535289,1.8415539865869728,4965506.841178007,25.48176594989086,12.328001352277516,0.0,17.736888626797587,0.0,6.093240070938415,9.589074368143644,13.575367279421462,0.0,0.0,13.847474399381248,43.939920206952834,25.304305697925987,12.64872279366088,24.193760052770983,0.0,15.950365812018994,17.75371813848418,13.151638370425491,0.0,0.0,0.0,15.950365812018994,13.575367279421462,0.0,17.75371813848418,0.0,0.0,0.0,0.0,62.37188794697865,25.67256017489415,0.0,0.0,0.0,13.847474399381248,15.950365812018994,4.736862953800049,7.808246377247027,0.0,1.061442137268794,4.335168906385094,0.0,1,0,0,0,0,2.1627,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.422935615604269,0.0201851851851853,-0.2017924330225913,0.8044062801018831,26.11111111111111,0,0.4098694072466214,-0.4861289255727032,1.3888888888888888,16.598133320476446,10.053930762264695,2.4196594528259925,2.2844099545020287,2.651572242550672,1.7698646981006196,19261.02076988808,14.373635638450576,11.853478221032208,6.103966387748303,0.0,0.0,6.093240070938415,0.0,4.794537184071822,0.0,0.0,12.13273413692322,31.040744451236847,12.965578028838586,6.544756405912575,6.093240070938415,0.0,4.899909730850478,0.0,13.08951281182515,29.32600418877882,0.0,5.749511833283905,4.736862953800049,4.794537184071822,5.749511833283905,13.847474399381248,0.0,0.0,0.0,0.0,18.30117284643502,6.544756405912575,24.278541353819485,5.563451491696996,4.899909730850478,12.13273413692322,19.913841467842857,9.473725907600098,0.0,2.372783079281096,0.4958200008398421,5.51396350361132,0.0,0,0,2,0,0,2.27534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.171141030486268,0.2190193268665488,-1.1648661950623531,0.5380859921538701,21.545454545454547,0,0.3356802539011293,-0.4792329854324298,1.0909090909090908,16.62052923071048,10.022676464762966,2.508121341156995,2.222271297452535,3.164923042986954,2.511027621174293,69631.47186875598,20.476967556653417,6.041840829147961,12.207932775496603,5.907179729351506,5.907179729351506,5.969305287951849,9.589074368143644,4.794537184071822,0.0,0.0,27.694948798762496,24.6774553381748,6.544756405912575,0.0,17.78366474665486,0.0,10.633577208012662,11.835812092322788,6.544756405912575,0.0,0.0,0.0,10.633577208012662,0.0,0.0,11.835812092322788,0.0,0.0,0.0,0.0,11.8250857755129,18.883484074999977,6.4208216229260096,0.0,0.0,13.847474399381248,24.48105160739391,9.843390348640757,14.146179015240094,0.0,-0.7321501489331581,8.590394588444212,0.0,0,0,0,0,0,0.5316000000000012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.8531946326866,0.0639468945761958,-1.0486284842482398,0.2105746362414099,12.116279069767442,0,0.3351900271770957,-0.4776391216496782,0.7906976744186046,16.474912181574982,9.896810966554346,2.2897258389945088,2.249319691512974,3.012648636690344,1.5006785536364695,3661062207.824661,20.476967556653417,12.08368165829592,0.0,11.814359458703011,0.0,5.969305287951849,9.589074368143644,4.794537184071822,5.261891554738487,0.0,102.6253245870828,41.31027730340183,6.4208216229260096,30.764342779676497,17.78366474665486,5.261891554738487,10.633577208012662,0.0,6.606881964512918,142.575316182491,0.0,6.069221312792274,10.633577208012662,0.0,0.0,18.254850067221383,0.0,0.0,0.0,0.0,31.105216773000347,5.563451491696996,22.253805966787983,12.13273413692322,12.13273413692322,97.92209747094547,10.633577208012662,4.736862953800049,24.61305857230471,4.210375475327906,0.2187886731500063,1.891828424969599,0.0,0,0,0,0,0,4.777800000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.323690668798893,0.0397278911564622,-0.1936934156378598,0.7986558008896352,27.058823529411764,0,0.4098261530032005,-0.441420212971063,1.3529411764705883,16.597408013059923,10.06673899915118,2.4104536568112684,2.247590135708086,2.6614879748274114,1.578196119687752,14904.332659033504,14.373635638450576,6.103966387748303,0.0,0.0,0.0,6.093240070938415,0.0,4.794537184071822,0.0,0.0,30.33183534230805,11.984273114623004,6.544756405912575,19.2556047581738,6.093240070938415,0.0,4.899909730850478,0.0,13.08951281182515,35.89528683400505,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,18.301172846435023,13.151638370425491,18.52902952053558,0.0,4.899909730850478,30.33183534230805,0.0,9.473725907600098,0.0,1.1520861678004537,0.6269918167884428,2.006583837238599,0.0,0,0,2,0,0,1.7963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
