MaxAbsEStateIndex,qed,SPS,NumRadicalElectrons,MinPartialCharge,BCUT2D_MWHI,Ipc,PEOE_VSA11,PEOE_VSA5,SMR_VSA8,SlogP_VSA9,EState_VSA11,NumBridgeheadAtoms,NumUnspecifiedAtomStereoCenters,fr_ArN,fr_Ar_COO,fr_Ar_NH,fr_N_O,fr_SH,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_furan,fr_hdrzine,fr_imide,fr_isocyan,fr_isothiocyan,fr_lactone,fr_nitro,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_phos_ester,fr_priamide,fr_prisulfonamd,fr_quatN,fr_term_acetylene,fr_tetrazole,fr_thiocyan
14.130462412125889,0.1136334094981237,16.649122807017545,0,-0.4986682774545002,16.47113120407298,1614183608337.3943,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13.18500747984379,0.4368819704854645,20.727272727272727,0,-0.3558377496687208,16.161080533947423,43440812.98232493,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13.902986064223295,0.1988133656619312,20.71698113207547,0,-0.4986682774545002,16.47112668376322,469437816512.10925,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13.56478099052715,0.2090759003595705,19.14,0,-0.4986682774545002,16.471122052346967,66537612115.10731,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12.833569439395903,0.39468987302343,25.0,0,-0.4462387861247699,16.55751156763908,10474615.00236426,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.230287246675196,0.446159858875175,23.0,0,-0.449254616165239,19.28518324778105,4965506.841178007,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.422935615604269,0.8044062801018831,26.11111111111111,0,-0.4861289255727032,16.598133320476446,19261.02076988808,6.103966387748303,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.171141030486268,0.5380859921538701,21.545454545454547,0,-0.4792329854324298,16.62052923071048,69631.47186875598,12.207932775496603,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.8531946326866,0.2105746362414099,12.116279069767442,0,-0.4776391216496782,16.474912181574982,3661062207.824661,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.323690668798893,0.7986558008896352,27.058823529411764,0,-0.441420212971063,16.597408013059923,14904.332659033504,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.307426521401108,0.3383174049778601,12.157894736842104,0,-0.4776391216496782,35.49569232526456,185129647.74833196,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.92373307909022,0.4765670981129318,26.185185185185187,0,-0.4797121297055859,16.607260103426277,1074079.0177262449,12.207932775496603,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.872532946450692,0.4521250627293485,26.73076923076923,0,-0.4797121297055859,16.64268050376195,651361.0984684675,12.207932775496603,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.83171973418997,0.567808035427389,26.0,0,-0.4611136077165128,16.54467664736191,10336.152845834924,6.19315609577884,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
