Ligand SMILES	Potency
FC(F)(F)c1cccc(c1)-c1nc(C#N)c2[nH]cnc2n1	2
OC(CN1CCC(CC1)c1ccccn1)Cn1nc(c2CNCCc12)-c1ccc(c(SCC(=O)N2CCCC2)c1)C(F)(F)F	2
COc1ccccc1C1CCN(CC(O)Cn2nc(c3CNCCc23)-c2ccc(c(SCC(=O)N3CCCC3)c2)C(F)(F)F)CC1	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)N1CCCC1=O)-c1ccc(c(SCC(=O)N2CCCC2)c1)C(F)(F)F	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)n1c2cc(Cl)ccc2[nH]c1=O)-c1ccc(cc1)C(F)(F)F	2
Cc1cc(ccc1Cl)-c1nn(CC(O)CN2CCC(CC2)n2c3ccccc3[nH]c2=O)c2CCN(Cc12)S(C)(=O)=O	2
COC1=CC(=O)N([C@H]1Cc1c[nH]c2ccccc12)C(=O)\C=C\[C@H](C)NC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](C(C)C)N(C)C	2
O=C(N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N)c1ccon1	2
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccncc1)C(F)(F)F)C(=O)NCC#N	2
Clc1ccc(COC[C@H](NC(=O)[C@H](CC2CCCCC2)CC(=O)N2CCOCC2)C#N)cc1	2
CCCC[C@H](NC(=O)O[C@H]1C[C@@H](C)C[C@@H](C)C1)C(=O)C(=O)N[C@H](C)c1ccccc1	2
N#Cc1nc(NC2CCCCC2)c2ncn(C3CCCC3)c2n1	2
OCCCOc1ccc(cc1C(F)(F)F)-c1cc2nc[nH]c2c(n1)C#N	2
Clc1ccccc1S(=O)(=O)[C@H]1CCN(C1)c1cncc(n1)C#N	2
CCCc1cc(nc(n1)C#N)-c1cccc(c1)C1CCC1	2
O=C(N[C@@]1(CCN(C1)C1CCCCC1)C#N)[C@H](CC1CCCC1)CC(=O)N1CCOCC1	2
Cn1nc(cc1C(=O)NC(Cc1cccc(c1)-c1nnc(CCN)o1)C(=O)NCC#N)C(C)(C)C	2
Cn1nc(cc1C(=O)NC(Cc1cccc(c1)-c1nnc(CO)o1)C(=O)NCC#N)C(C)(C)C	2
Cn1nc(cc1C(=O)NC(Cc1cccc(c1)-c1nnco1)C(=O)NCC#N)C(C)(C)C	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCN(CC1)C1CC1)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	2
Clc1ccc(Cc2cc3cnc(nc3n2CCc2ccccc2)C#N)cc1	2
C[C@H](NC(=O)O[C@H](Cn1ccc(n1)-c1ccc(cc1)C(F)(F)F)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1	2
FC(F)(F)CNC(=O)[C@@H]1C[C@@H](CN1c1cncc(n1)C#N)S(=O)(=O)c1ccccc1Cl	2
COC(=O)[C@@H]1Cc2ccc(cc2CN1)C#Cc1cc(ccc1Cl)-c1nn(CCCN2CCOCC2)c2CCN(Cc12)S(C)(=O)=O	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCN(CC1)c1ccccc1)-c1ccc(Cl)c(c1)C#Cc1cccc(CNCc2ccc(Cl)cc2)c1	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)N1C(=O)NCc2ccccc12)-c1ccc(Br)cc1	2
CCOC(=O)N1CCC(CC1)N1CCC1C(=O)N1C[C@@H](C[C@H]1C(=O)NC1(CC1)C#N)Sc1ccccc1OC(F)(F)F	2
CC(C)N1CC[C@](C1)(NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1)C#N	2
Clc1ccccc1S(=O)(=O)[C@H]1CCN(C1)c1cccc(n1)C#N	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)N1C(=O)COc2cccnc12)-c1ccc(Br)cc1	2
CC(C)(C)CNc1nc(ncc1C#CCn1cnc(Cl)c1Cl)C#N	2
C[C@H]1COCCN1C[C@H](O)Cn1nc(c2CN(CCc12)C(N)=O)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCCCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(cc1)C(=O)NCCN1CCOCC1	2
NC(=O)N1CCc2c(C1)c(nn2CCCN1CCSCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(COCc2cccnc2)cc1	2
NC(=O)N1CCc2c(C1)c(nn2CCCN1CCSCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(cc1)C(=O)NC[C@@H]1CCCN1	2
COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1	2
NC(=O)C(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN1CCCCC1)-c1ccc(c(SCCN2CCC(F)CC2)c1)C(F)(F)F	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)N1CCCC1=O)-c1ccc(c(SCC(=O)N2CCCCC2)c1)C(F)(F)F	2
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]1[C@H]2N(CCS2=O)C1=O)OCc1ccccc1	2
NC(=O)N1CCc2c(C1)c(nn2CCCN1CCSCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	2
COCCNCCOc1ccc(COc2ccccc2Nc2nc(nc3n(cnc23)C2CCCC2)C#N)cc1	2
Cn1cnc2c(nc(cc12)-c1ccc(CCO)c(c1)C(F)(F)F)C#N	2
CN(Cc1ccc(Cl)cc1)Cc1ccc(cc1)C#Cc1cc(ccc1Cl)-c1nn(CCCN2CCN(CC2)c2ccccc2)c2CCN(Cc12)S(C)(=O)=O	2
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)c1c[nH]c2ccccc12)-c1ccc(cc1)C(F)(F)F	2
O=C(N[C@@H](CC1CCCCC1)c1cn(nn1)C1(CC1)C#N)c1ccsc1	2
CNS(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N	2
CC1(C)CCN(C[C@H](O)Cn2nc(c3CN(CCc23)S(C)(=O)=O)-c2ccc(c(CNCc3ccc(F)cc3)c2)C(F)(F)F)CC1	2
O=C(N[C@@]1(CCN(C1)C1CCCC1)C#N)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)N1c2ccc(Cl)cc2CNS1(=O)=O)-c1ccc(Br)cc1	2
C[C@H]1COCCN1CCCn1nc(c2CN(CCc12)S(C)(=O)=O)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	2
COc1ccccc1C(NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(Cc2ccc(F)cc2)CC1)C#N	2
Cc1[nH]c(nc1CN1CCC(CC1)N1Cc2ccccc2NC1=O)-c1ccc(c(Cl)c1)C(F)(F)F	2
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]1[C@@H]2OCCN2C1=O)OCc1ccccc1	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)c1c[nH]c2ccncc12)-c1ccc(Br)cc1	2
CCCC[C@H](NC(=O)O[C@H](Cn1cc(cn1)-c1ccc(cc1)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1	2
CCC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc1ccn(C)n1	2
CCCC[C@H](NC(=O)O[C@H]1CCCc2ccccc12)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cc1nnc(o1)-c1cccc(CC(NC(=O)c2cc(nn2C)C(C)(C)C)C(=O)NCC#N)c1	2
O=C(NCC#N)C(Cc1cccc(c1)-c1cn[nH]c1)NC(=O)c1ccccc1	2
COCc1nnc(o1)-c1cccc(CC(NC(=O)c2cc(nn2C)C(C)(C)C)C(=O)NCC#N)c1	2
COc1cccc(Nc2nc(nc(n2)N2CCOCC2)C#N)c1	2
C[C@H]1COCCN1C[C@@H](O)Cn1nc(c2CN(CCc12)C(N)=O)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	2
NC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN1CCOCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	2
NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN1C[C@@H]2C[C@H]1CO2)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCCCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(Cl)cc1	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCOCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)c(Cl)c2)cc1	2
CSC[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(CC1)C#N	2
CC1CCN(CC(O)Cn2nc(c3CN(CCc23)C(C)=O)-c2ccc(c(SCC(=O)N3CCCC3)c2)C(F)(F)F)CC1	2
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)n1c2ccccc2[nH]c1=O)-c1ccc(Br)cc1	2
Cn1c2ccc(Cl)cc2n(C2CCN(CC(O)Cn3nc(c4CN(CCc34)S(C)(=O)=O)-c3ccc(cc3)C(F)(F)F)CC2)c1=O	2
CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(CC1=O)S(=O)(=O)c1ccccn1	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)N1C(=O)COc2cccnc12)-c1ccc(cc1)C(F)(F)F	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)N1CCCC1=O)-c1ccc(c(SCCN2CCCC2)c1)C(F)(F)F	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)C1CCCC1)-c1ccc(c(SCCN2CCCCC2)c1)C(F)(F)F	2
CCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1)C#N	2
CCCc1cc(nc(n1)C#N)-c1cccc(CC)c1	2
Cc1ccc(cc1)C(=O)N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N	2
Cc1c(CN2CCC(CC2)N2Cc3ccccc3NC2=O)nc(-c2ccc(cc2)C(F)(F)F)n1C	2
O=C(N[C@@H](CCc1ccccc1)C#N)[C@@H](NC(=O)N1CCOCC1)C1CCCCC1	2
CC(C)C[C@H](NC(=O)c1ccc(cc1)-c1ccccc1)C(=O)NC1(CC1)C#N	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)N1CCCC1=O)-c1ccc(c(SCC(=O)N2CCC[C@@H]2C(N)=O)c1)C(F)(F)F	2
FC(F)(F)CNC(=O)[C@H]1C[C@@H](CN1c1cncc(n1)C#N)S(=O)(=O)c1ccccc1Cl	2
CCOC(=O)[C@H]1C[C@@H](CN1c1cncc(n1)C#N)S(=O)(=O)c1ccccc1Cl	2
O=C(N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N)c1cn2ccccc2n1	2
Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c2ccccc2)C(=O)NCC#N)c1	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)N1C(=O)OCc2ccccc12)-c1ccc(cc1)C(F)(F)F	2
CS(=O)(=O)c1ccc(cc1)-c1ccc(cc1)[C@H](N[C@@H](CC(F)(F)F)C(=O)NC(C#N)(C1CC1)C1CC1)C(F)(F)F	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCCCC1)-c1ccc(Cl)c(CCc2ccc3CCNCc3c2)c1	2
[O-][N+](=O)c1ccc(Nc2nc(NC3CCCCC3)nc(n2)C#N)cc1	2
NC(=O)N1CCc2c(C1)c(nn2CCCN1CCSCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(cc1)C(=O)NCc1cccnc1	2
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)n1c2ccc(C)cc2[nH]c1=O)-c1ccc(Br)cc1	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)C(=O)N1CCCC1)-c1ccc(c(SCCN2CCCCC2)c1)C(F)(F)F	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)N1CCCC1=O)-c1ccc(c(SCC(=O)N2CCC(O)C2)c1)C(F)(F)F	2
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)n1c2ccccc2n(CC(F)(F)F)c1=O)-c1ccc(Cl)c(C)c1	2
NC(=O)N1CCc2c(C1)c(nn2CCCN1CCOCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	2
CNC(=O)c1ccc(cn1)C(=O)N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N	2
O=C(N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N)c1cn2ccsc2n1	2
O=C(N[C@@H](C1CCCCO1)c1cn(nn1)C1(CC1)C#N)c1ccsc1	2
CC1(C)CCC(CNc2nc(ncc2C(=O)NCCc2ccccc2)C#N)CC1	2
CCCc1cc(nc(n1)C#N)-c1cccc(c1)S(C)(=O)=O	2
Clc1ccc(cc1)[C@H](NC(=O)c1ccsc1)c1cn(nn1)C1(CC1)C#N	2
Cc1[nH]c(nc1CN1CCC(CC1)N1Cc2ccccc2NC1=O)-c1ccc(cc1)S(C)(=O)=O	2
OCC(=O)N1CCc2c(C1)c(nn2CCCN1CCSCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)N1CCCC1=O)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCC(F)(F)F)cc1	2
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)c1c[nH]c2ccc(Cl)cc12)-c1ccc(cc1)C(F)(F)F	2
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)c1c[nH]c2cccnc12)-c1ccc(cc1)C(F)(F)F	2
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(cc1)S(C)(=O)=O)C(F)(F)F)C(=O)NCC#N	2
NC(=O)N1CCc2c(C1)c(nn2CCCN1CCOCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(CN[C@@H]2CCCc3ccccc23)cc1	2
Clc1ccc(Cc2cc3cnc(nc3n2CCC2CCCCCCC2)C#N)cc1	2
Cc1[nH]c(nc1CN1CCC(CC1)N1Cc2ccccc2NC1=O)-c1ccc(cc1)S(=O)(=O)Cc1ccccc1	2
CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1	1
CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)CCC(=O)c1ccc2ccc3cccc4ccc1c2c34	1
CC(C)n1c2ccccc2n(C2CCN(CC(O)Cn3nc(c4CN(CCc34)C(C)=O)-c3ccc(Cl)c(C)c3)CC2)c1=O	1
Cn1cc(cn1)-c1cccc(CC(NC(=O)c2ccccc2)C(=O)NCC#N)c1	1
NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN1CCCCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	1
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)n1c2ccccc2[nH]c1=O)-c1ccc(cc1)C(F)(F)F	1
Cn1c2ccc(Cl)cc2n(C2CCN(CCCn3nc(c4CN(CCc34)S(C)(=O)=O)-c3ccc(cc3)C(F)(F)F)CC2)c1=O	1
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)n1c2ccc(C)cc2[nH]c1=O)-c1ccc(Cl)c(C)c1	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)n1c2ccccc2n(CC#N)c1=O)-c1ccc(cc1)C(F)(F)F	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCOCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(CN[C@@H](CO)c2ccccc2)cc1	1
CC(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)N1C(=O)COc2ccccc12)-c1ccc(cc1)C(F)(F)F	1
NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)C(F)(F)F)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	1
FC(F)(F)Oc1cccc(Nc2nc(nc(n2)N2CCOCC2)C#N)c1	1
COC(=O)[C@H](NCc1ccc(cc1)C#Cc1cc(ccc1Cl)-c1nn(CCCN2CCOCC2)c2CCN(Cc12)S(C)(=O)=O)c1ccccc1	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1C[C@@H]2C[C@H]1CO2)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	1
CC(C)(C)Cn1c(Cc2ccccc2)cc2cnc(nc12)C#N	1
CC1CCCN1C(=O)CSc1cc(ccc1C(F)(F)F)-c1nn(CCCN2CCC(CC2)N2CCCC2=O)c2CCN(Cc12)S(C)(=O)=O	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)c1c(sc2cc(F)ccc12)C(O)=O)-c1ccc(cc1)C(F)(F)F	1
C[C@@H]1CC[C@H](NC(=O)[C@@H](CC2(C)CCCC2)NC(=O)c2ccco2)C(=O)CN1S(=O)(=O)c1ccccn1	1
CC(C)C[C@H](Nc1cscc1-c1ccc(cc1)N1CCNCC1)C(=O)NCC#N	1
FC(F)(F)c1ccc(Nc2nc(NC3CCCCC3)nc(n2)C#N)cc1	1
CCNc1ccc(cc1C(F)(F)F)-c1cc2[nH]cnc2c(n1)C#N	1
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)C(C)(C)O)-c1ccc(c(SCC(=O)N2CCCC2)c1)C(F)(F)F	1
COc1ccc(Cc2cc3cnc(nc3n2CCC2CCCCC2)C#N)cc1	1
Clc1ccc(Cc2cc3cnc(nc3n2CC2CCCCC2)C#N)cc1	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)C(N)=O)-c1ccc(Cl)c(c1)C#Cc1ccc(Cl)cc1	1
Cn1c2ccc(Cl)cc2n(C2CCN(CCCn3ccnc(-c4ccc(Cl)c(CNC(=O)c5ccc(F)cc5)c4)c3=O)CC2)c1=O	1
CN1CCN(CC1)C(=O)CSc1cc(ccc1C(F)(F)F)-c1nn(CCCN2CCC(CC2)N2CCCC2=O)c2CCN(Cc12)S(C)(=O)=O	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCOCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(C=O)cc1	1
CC(C)N1CCc2ccc(cc2C1)C#Cc1cc(ccc1Cl)-c1nn(CCCN2CCOC[C@@H]2C)c2CCN(Cc12)S(C)(=O)=O	1
OC(CN1CCC(CC1)c1ccccn1)Cn1nc(c2CNCCc12)-c1ccc(c(SCC(=O)N2CCOCC2)c1)C(F)(F)F	1
CC1CCN(CCSc2cc(ccc2C(F)(F)F)-c2nn(CCCN3CCC(CC3)N3CCCC3=O)c3CCN(Cc23)S(C)(=O)=O)CC1	1
CC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C=O	1
Cc1[nH]c(nc1CN1CCC(CC1)c1c[nH]c2ncccc12)-c1ccc(c(Cl)c1)C(F)(F)F	1
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)n1c2cc(Cl)c(Cl)cc2[nH]c1=O)-c1ccc(Br)cc1	1
C[C@@H]1COCCN1CCCn1nc(c2CN(CCc12)C(N)=O)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	1
Clc1ccccc1S(=O)(=O)[C@H]1C[C@@H](N(C1)c1cncc(n1)C#N)C(=O)N1CCOCC1	1
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)n1c2ccccc2n(C)c1=O)-c1ccc(cc1)C(F)(F)F	1
CN(C)C(=O)C(=O)N1CCc2c(C1)c(nn2CCCN1CCOCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	1
O=C(N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N)c1ccc(=O)[nH]c1	1
O=C(N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N)C1CCOCC1	1
N#CC1(CC1)n1cc(nn1)[C@@H](NCc1ccccc1)C1CCCCC1	1
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NC(C)(C)C#N	1
CCCc1cc(nc(n1)C#N)-c1cccc(OC(F)(F)F)c1	1
COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)c1c(cccc1C(F)(F)F)C(F)(F)F	1
COC(=O)[C@@H](NCc1ccc(cc1)C#Cc1cc(ccc1Cl)-c1nn(CCCN2CCOCC2)c2CCN(Cc12)S(C)(=O)=O)c1ccccc1	1
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)n1c2ccccc2[nH]c1=O)-c1ccc(I)cc1	1
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)n1c2cc(Cl)ccc2[nH]c1=O)-c1ccc(Br)cc1	1
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCN(CC1)c1ccccc1C#N)-c1ccc(I)cc1	1
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)N1C(=O)COc2ccccc12)-c1ccc(cc1)C(F)(F)F	1
COC(=O)C(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCN(CC1)c1ccccc1C#N)-c1ccc(Cl)c(C)c1	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)N1CCCC1=O)-c1ccc(c(SCC(=O)N2CCC(CO)CC2)c1)C(F)(F)F	1
CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCOCC1)-c1ccc(Cl)c(CCc2ccc(Cl)c(CNCc3ccccc3)c2)c1	1
CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1CN2CCCn1nc(c2CN(CCc12)S(C)(=O)=O)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	1
NC(=O)N1CCc2c(C1)c(nn2CCCN1CCOCC1)-c1ccc(Cl)c(CCc2ccc(CNCc3ccc(Cl)cc3)cc2)c1	1
NC(=O)N1CCc2c(C1)c(nn2CCCN1CCSCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(COCC2CNCCO2)cc1	1
NC(=O)N1CCc2c(C1)c(nn2CCCN1CCSCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(cc1)C(=O)NCc1ccc(Cl)cc1	1
NS(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N	1
CC(C)C[C@H](NC(c1ccc(Br)cc1)C(F)(F)F)C(=O)NCC#N	1
CCOC(=O)N1CCC(CC1)N1CCC1C(=O)N1C[C@@H](C[C@H]1C(=O)NC1(CC1)C#N)Sc1ccc(Cl)cc1	1
Fc1ccc(c(Cl)c1)S(=O)(=O)[C@H]1CCN(C1)c1cncc(n1)C#N	1
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N	1
Brc1ccc(Br)c(c1)S(=O)(=O)N[C@@H]1CCN(C1)C#N	1
O=C(NCC#N)C(Cc1cccc(c1)-c1cccnc1)NC(=O)c1ccccc1	1
Clc1cccc(C[C@H](NC(=O)c2ccccc2)C(=O)NCC#N)c1	1
Cc1cccc(S[C@@H]2C[C@H](N(C2)C(=O)C2(CC2)c2ncc(Cl)cc2F)C(=O)NC2(CC2)C#N)n1	1
CC(C)C[C@H](NC(=O)Cc1[nH]cnc1C)C(=O)N[C@@H](COCc1ccccc1)C#N	1
O=C(N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N)C1CCCC1	1
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)n1c2ccccc2[nH]c1=O)-c1ccc(Cl)c(C)c1	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)N1C(=O)COc2ccc(Cl)cc12)-c1ccc(cc1)C(F)(F)F	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCC(CC1)N1C(=O)COc2ccc(Cl)cc12)-c1ccc(Br)cc1	1
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C#N	1
CN(C)S(=O)(=O)NCCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)NCc1cccnc1	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)N1CCCC1=O)-c1ccc(c(SCCNC(=O)Cc2ccccc2)c1)C(F)(F)F	1
CN1CCN(CCSc2cc(ccc2C(F)(F)F)-c2nn(CCCN3CCC(CC3)N3CCCC3=O)c3CCN(Cc23)S(C)(=O)=O)CC1	1
COC(=O)c1sc2cc(F)ccc2c1C1CCN(CCCn2nc(c3CN(CCc23)S(C)(=O)=O)-c2ccc(cc2)C(F)(F)F)CC1	1
COC(=O)c1sc2cc(F)ccc2c1C1CCN(CC(O)Cn2nc(c3CN(CCc23)S(C)(=O)=O)-c2ccc(cc2)C(F)(F)F)CC1	1
NC(=O)N1CCc2c(C1)c(nn2C[C@H](O)CN1CCOCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	1
CS(=O)(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN1CCOCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(CNCc2ccc(Cl)cc2)cc1	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN1CCOCC1)-c1ccc(Cl)c(c1)C#Cc1ccc2[nH]cnc2c1	1
COC(=O)Cn1c2cc(Cl)ccc2n(C2CCN(Cc3nc([nH]c3C)-c3ccc(cc3)C(F)(F)F)CC2)c1=O	1
NC(=O)N1CCc2c(C1)c(nn2CCCN1CCSCC1)-c1ccc(Cl)c(c1)C#Cc1ccc(Cl)c(c1)C(=O)N1CCNCC1	1
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)n1c2ccccc2[nH]c1=O)-c1ccc(OC(F)(F)F)cc1	1
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCC(CC1)N1C(=O)OCc2ccccc12)-c1ccc(Br)cc1	1
